,title,url,date,query,keyword,summary
96,Coronavirus: This 98-Year-Old Corona Warrior Gurdev Kaur From Punjab Stitches Masks For The Needy,https://www.ndtv.com/india-news/coronavirus-this-98-year-old-corona-warrior-gurdev-kaur-from-punjab-stitches-masks-for-the-needy-2215859,2020-04-01,corona,"['punjab', 'needy', 'stitches', 'face', 'kaur', 'wearing', 'stitching', 'corona', 'warrior', 'singh', 'masks', 'coronavirus', 'gurdev', '98yearold']","Gurdev Kaur, 98, stitches masks for the needy from 8am to 4pm dailyIn two years, Gurdev Kaur Dhaliwal will turn a hundred years old.
But age and blurry vision in one eye could not defeated this coronavirus warrior from Punjab's Moga.
Face masks are an essential item to combat the spread of the deadly virus that has claimed over 600 lives in the country.
Calling her the ""strongest corona worker"" from Punjab, Captain Singh tweeted:The strongest Corona Warrior of Punjab is 98-year-old Gurdev Kaur from Moga who with her family is stitching masks for Punjab.
Seeing some needy people not able to buy one pushed Gurdev Kaur into stitching masks."
97,Coronavirus Outbreak: Punjab Chief Minister Amarinder Singh Lauds 98-Year-Old For Stitching COVID-19 Masks,https://www.ndtv.com/india-news/coronavirus-outbreak-punjab-chief-minister-amarinder-singh-lauds-98-year-old-for-stitching-covid-19-2215697,2020-03-31,corona,"['strongest', 'punjab', 'selfless', 'lauds', 'dedication', 'chief', 'kaur', 'stitching', 'corona', 'covid19', 'warrior', 'singh', 'masks', 'minister', '98yearold']","Amarinder Singh praised the ""selfless dedication"" of the lady (File)Chief Minister Captain Amarinder Singh on Tuesday termed 98-year-old woman as ""strongest Corona Warrior of Punjab"" for making masks for the poor in the battle against COVID-19.
""The strongest Corona Warrior of Punjab is 98-year-old Gurdev Kaur from Moga who with her family is stitching masks for Punjab.
Such selfless dedication of Punjabis is proof of how strong we are & that we will overcome any challenge which comes our way,"" the Punjab Chief Minister wrote on Twitter.
The strongest Corona Warrior of Punjab is 98-year-old Gurdev Kaur from Moga who with her family is stitching masks for Punjab.
Such selfless dedication of Punjabis is proof of how strong we are & that we will overcome any challenge which comes our way."
98,Uddhav Thackeray Finds His Best Self In Corona Crisis,https://www.ndtv.com/opinion/uddhav-thackeray-finds-his-best-self-in-corona-crisis-2215594,2020-04-01,corona,"['politics', 'finds', 'crisis', 'shiv', 'uddhav', 'self', 'uddhavs', 'thackeray', 'best', 'corona', 'party', 'bjp', 'change', 'sena']","Even before the Corona crisis, power was seen to be sitting lightly on his shoulders.
Many longtime observers of the Shiv Sena are today wondering: How did this party change so much so soon?
For the longest period since its inception in 1966, the Shiv Sena was known for its militancy on two fronts.
What made the Shiv Sena change?
The Corona crisis has accelerated this positive change."
99,Coronavirus India: Rajya Sabha Secretariat Begins Function Amid Strict Restrictions,https://www.ndtv.com/india-news/rajya-sabha-secretariat-begins-function-amid-strict-restrictions-2215078,2020-03-31,corona,"['amid', 'rajya', 'verma', 'safeguards', 'today', 'day', 'wait', 'secretariat', 'strict', 'function', 'lockdown', 'restrictions', 'social', 'sabha', 'begins', 'officials']","COVID-19: To maintain social distancing rules, officials, staff will wait in circles drawn on the groundThe Rajya Sabha secretariat partially resumed functioning today – Day 27 of the nationwide lockdown -- amid necessary safeguards against spread of corona virus.
The partial relaxation in lockdown came into effect today as announced earlier by Prime Minister Narendra Modi.
Today, Rajya Sabha Secretary General Desh Deepak Verma firmed up the work agenda, which includes the anti-coronavirus measures to be taken in and around the Parliament House complex.
To maintain social distancing rules, officials and staff will wait in circles drawn on the ground at the lifts and gates.
Around 100 of the total 1,300 personnel of the Rajya Sabha secretariat attended office today as per the rotational deployment plan."
100,IIT Roorkee Launches Deep Learning Course To Upskill Youth During COVID-19 Lockdown,https://www.ndtv.com/education/iit-roorkee-launches-deep-learning-course-to-upskill-youth-during-covid-19-lockdown-2214950,2020-03-31,corona,"['learning', 'roorkee', 'users', 'launches', 'technical', 'covid19', 'lockdown', 'course', 'deep', 'iit', 'youth', 'statement', 'upskill']","IIT Roorkee launches Deep Learning course to upskill youth during COVID-19 lockdownIn an endeavour to upskill the youth and promote e-learning during the COVID-19 lockdown, IIT Roorkee has launched an Advanced Certification Course on Deep Learning at Cloudxlab.com.
It follows the signing of the Memorandum of Understanding (MoU) between IIT Roorkee and Cloudxlab.com, a US-based ed-tech company, for offering a series of instructor-led as well as self-paced executive online courses.
The partnership with CloudxLab.com will amplify our reach to offer the latest knowledge in tune with the needs of the industry,"" said Prof Ajit K. Chaturvedi, Director, IIT Roorkee.
It will be delivered by the faculty of IIT Roorkee and other experts from the industry.
Upon completion of the course, users will receive a certification from IIT Roorkee."
101,AMU Alumnus Develops Cost-Effective COVID-19 Testing Kit,https://www.ndtv.com/education/amu-alumnus-develops-cost-effective-covid-19-testing-kit-2214299,2020-03-31,corona,"['kits', 'kit', 'amu', 'icmr', 'develops', 'alumnus', 'costeffective', 'rahman', 'covid19', 'mr', 'developed', 'testing']","COVID-19 Testing Kit launched in just a span of 2 weeks have been approved by the ICMR claimed Mr Rahman.
An alumnus of Aligarh Muslim University (AMU) has developed an indigenous coronavirus testing kit in response to World Health Organisation (WHO)'s call to all countries to ramp up COVID-19 testing.
AMU alumnus from the Department of Biochemistry, Nadeem Rahman, Director, NuLife Consultants and Distributors Pvt.
""The best part of this rapid and lesser time-taking kit is that it is economical to produce unlike the expensive RT-PCR testing kits,"" he said.
""We are proud that an AMU alumnus has developed the much needed affordable testing kit when we see the surge in the number of coronavirus cases despite stringent measures are being implemented in the country."
102,University Exams In Kerala Expected From May 11,https://www.ndtv.com/education/partial-restrictions-from-april-20-university-exams-in-kerala-from-may-11-after-covid-10-lockdown-2214284,2020-03-30,corona,"['examinations', 'districts', '11', 'universities', 'state', 'zone', 'exams', 'education', 'shall', 'higher', 'expected', 'system', 'kerala', 'university']","University exams in Kerala from May 11 as lockdown restrictions to be lifted partially from April 20.
""Universities shall make arrangements for conducting the balance examinations starting May 11, 2020 and home valuation starting April 20, 2020.
The examinations may be conducted in such a manner that they can be completed in a week's time,"" the government order from the Higher Education Department, Kerala, said.
""Universities shall take steps to keep their libraries open for research students, by following all safety precautions laid down by Health Department.
...Universities shall take steps for conduct of contact classes for students of Distance Education using digital/online means,"" it said."
103,AICTE Announces 'India Fights Corona' Theme For Vishwakarma Awards 2020,https://www.ndtv.com/education/aicte-announces-india-fights-corona-theme-for-vishwakarma-awards-2020-2214023,2020-03-30,corona,"['theme', 'institutions', 'award', 'students', 'announces', 'usva', 'awards', 'india', 'corona', 'vishwakarma', '2020', 'fights', 'solutions', 'aicte']","AICTE has announced 'India Fights Corona' as the theme for USVA 2020All India Council for Technical Education (AICTE) has opened the portal for submission of USVA 2020 applications.
USVA or Utkrisht Sansthan Vishwakarma Awards is meant for students and institutes approved by AICTE institutes.
USVA is one of the categories of the 'Vishwakarma Awards' which aims to motivate, recognize, and honour the AICTE approved institutions to raise their performance in their specific domain.
""The Vishwakarma Awards are inspired by the spirit of engineering and creation patronized by Lord Vishwakarma, the ruling deity of construction practices in India.
This year the theme for the USVA award is 'India Fights Corona'."
104,"Coronavirus Delhi News: Use ''Assess Koro Na'' App For Door-To-Door Survey In Containment Zones, Delhi Government Tells Top Officials",https://www.ndtv.com/delhi-news/coronavirus-delhi-news-use-assess-koro-na-app-for-door-to-door-survey-in-containment-zones-delhi-gov-2213680,2020-03-30,corona,"['hotspots', 'realtime', 'assess', 'national', 'app', 'cases', 'delhi', 'containment', 'koro', 'physical', 'zones', 'data', 'major', 'analysed', 'surveys', 'officials']","With Asses Karo Na app, data collected can be analysed immediately.
(Representational)Delhi Chief Secretary Vijay Dev has asked all district magistrates to use the new ''Assess Koro Na'' app for door-to-door survey in COVID-19 containment zones to speed up decision-making by analysing real-time data.
Officials say the delay in collecting and analysing the data of a person in physical form is a major challenge.
With this app, the data collected can be uploaded on the servers in real-time and analysed immediately.
Till Thursday, 60 containment zones had been notified in the national capital."
105,कोरोना लॉकडाउन के चलते बजाज ऑटो के कर्मचारी 10% वेतन कटौती पर सहमत - carandbike,https://www.carandbike.com/hindi/coronavirus-pandemic-bajaj-auto-workers-agree-to-10-per-cent-pay-cut-news-2213638,2020-03-30,corona,"['करन', 'क', 'online', 'months', 'buy', 'लकडउन', 'planning', 'कटत', 'बजज', 'purchase', 'lockdown', 'budget', 'करमचर', 'vehicle', 'चलत', 'वतन', 'पर', 'ends', 'सहमत', 'car']","In the present Covid-19 situation, are you planning to buy a personal vehicle, considering the need for a private vehicle?
Within 1 month after the lockdown ends Within 3 months after the lockdown ends Within 6 months after the lockdown ends After 6 months of the lockdown endsWhich of the following best describes the new vehicle you plan to purchase?
My budget has reduced My budget remains same My budget has increasedWith many car brands offering option to purchase online, are you willing to avail the option?
My budget has reduced My budget remains same My budget has increasedWith many car brands offering option to purchase online, are you willing to avail the option?
Within 1 month after the lockdown ends Within 3 months after the lockdown ends Within 6 months after the lockdown ends After 6 months of the lockdown ends"
106,"""Laugh A Little"": Farhan Akhtar Recites Zinda Ho Tum With A Twist",https://www.ndtv.com/entertainment/laugh-a-little-farhan-akhtar-recites-zinda-ho-tum-with-a-twist-2213074,2020-03-30,corona,"['farhan', 'akhtar', 'zindagi', 'ho', 'shared', 'tum', 'zinda', 'recites', 'sharing', 'wrote', 'video', 'poem', 'little', 'twist', 'laugh']","Farhan Akhtar shared this video.
(courtesy faroutakhtar)Highlights Farhan Akhtar shared a video of himself reciting a poemHe gave a twist to the popular poem 'Zinda Ho tum'""Poems for our times,"" wrote FarhanFarhan Akhtar just made our Thursday better.
The Dil Dhadakne Do actor just dropped a video of himself reciting the coronavirus-version of the famous poem Zinda Ho Tum from his 2011 film Zindagi Na Milegi Dobara.
Sharing the video, the 46-year-old actor wrote, ""'Toh Zinda ho tum' - Corona version.""
Take a look:On the work front, Farhan Akhtar is best-known for his performance in films such as Rock On, Bhaag Milkha Bhaag, Dil Dhadakne Do, Wazir, Daddy, Lucknow Central and Karthik Calling Karthik among others."
107,"Coronavirus Hotspot: All 6 Metros, Other Major Cities Marked Red In Centre's COVID-19 List",https://www.ndtv.com/india-news/coronavirus-all-6-metros-other-major-cities-marked-red-in-centres-covid-19-list-2212458,2020-03-29,corona,"['cities', 'districts', 'hotspots', 'marked', 'cases', 'delhi', 'centres', 'hotspot', 'red', 'covid19', 'outbreaks', '170', 'major', 'metros', 'patients', 'list']","A list of 170 hotspot districts was released this evening by the Centre.
Highlights A list of 170 hotspot districts was released this evening by CentreThe list marked 123 districts as ""large outbreaks""Of the 170 hotspots, 47 shows cluster outbreaks, the government saidA list of 170 hotspot districts was released on Wednesday by the Centre, which includes all six metros and most large cities.
The list marked 123 districts as ""large outbreaks"" -- which includes all nine districts of national capital Delhi.
Mumbai, Kolkata, 9 districts of Bengaluru Urban, Hyderabad, Chennai, Jaipur and Agra were among the areas marked hotspots also on the list.
Of the 170 hotspots, 47 shows cluster outbreaks, the government said."
108,BSEB 10th Result Declaration To Be Delayed Further,https://www.ndtv.com/education/bseb-10th-result-update-bihar-board-matric-result-date-2212317,2020-03-29,corona,"['results', 'country', 'bihar', 'students', 'board', '10th', 'evaluation', 'declaration', 'lockdown', 'delayed', 'bseb', 'result']","BSEB matric result 2020 declaration delay is happening because of the lockdown extensionBSEB 10th result 2020: According to reports, the BSEB 10th result declaration will be delayed further.
The Board had earlier released the BSEB result for Intermediate or Class 12 examination before the announcement of lockdown which in its effect made the Bihar Board to become the first Board in the country to announce a result.
Earlier, sources close to Bihar Board had told NDTV that the evaluation of matric papers has not been over yet.
According to officials, the chances for releasing the Bihar 10th results soon is very unlikely due to the current situation in the country including in the state of Bihar due to coronavirus.
The BSEB 10th results are expected to be released on the official portal of the Board at biharboardonline.bihar.gov.in."
109,IGNOU Begins Psychological Counselling Session On Gyanvani Amid Coronavirus Outbreak,https://www.ndtv.com/education/ignou-begins-psychological-counselling-amid-coronavirus-outbreak-2212246,2020-03-29,corona,"['amid', 'sessions', 'universitys', 'wellbeing', 'counselling', 'psychology', 'outbreak', 'students', 'health', 'gyanvani', 'mental', 'ignou', 'coronavirus', 'begins', 'psychological', 'session', 'university']","IGNOU has begun psychological counselling sessions on Gyanvaani for studentsIGNOU, the largest Open University in India, has launched mental health counselling for its students.
The mental health counselling sessions are being provided by the Discipline of Psychology, School of Social Sciences (SOSS).
The session began on April 13 on the topic 'Mental Health during COVID-19: focusing on our strengths'.
The counselling sessions are being aired on Gyanvani (IRC).
""The mental health impact of COVID-19 during and after the outbreak can be huge."
110,"Noida Highrise Residents Blow Conch Shells, Ring Bells, Clap For Healthcare Workers",https://www.ndtv.com/noida-news/noida-highrise-residents-blow-conch-shells-ring-bells-clap-for-healthcare-workers-2211806,2020-03-29,corona,"['clap', 'blow', 'residents', 'cases', 'conch', 'today', 'watch', 'distancing', 'uttar', 'noida', 'healthcare', 'videos', 'social', 'workers', 'coronavirus', 'shells']","All the Noida residents followed social distancing while applauding the workers, videos showA thundering round of applause filled the air in a Noida apartment complex today as healthcare workers came for a door to door survey amid the coronavirus outbreak.
Bells rang and conch shells were blowed as residents of the high-rise tower came down and applauded the workers for their service.
The residents seem to have taken cue from the Janata curfew when plates were banged, and people clapped for the doctors and healthcare workers who are risking their lives to save thousands of others.
However, the gesture of applauding coronavirus warriors defeated the purpose of social distancing when people started assembling on roads and even taking out processions.
Uttar Pradesh has the seventh highest coronavirus cases in the country with 558."
111,"Delhi University Mulls Online Exams, UGC Nod Awaited",https://www.ndtv.com/education/covid-19-impact-delhi-university-mulls-online-exams-ugc-nod-awaited-2211714,2020-03-29,corona,"['students', 'delhi', 'student', 'questions', 'awaited', 'online', 'nod', 'exams', 'ugc', 'professor', 'sources', 'deans', 'video', 'mulls', 'university']","According to sources, the DU is mulling to hold online exams but is awaiting for a directive from the UGCA proposal by Delhi University officials to hold exams online by directing students to record video clips in response to questions has met with opposition from deans of various departments, sources said.
According to sources, the DU is mulling to hold online exams but is awaiting for a directive from the University Grants Commission.
Meanwhile, the Academics For Action and Development (AAD), a Congress-supported teachers group, condemned the ""arbitrary and authoritarian proposal of the university administration for online examinations"".
""The online process of paper setting, submission of answers and evaluation has very high chances of tampering and pilferage,"" it said.
Last week, the university had postponed practical and written exams till further notice and said all the date sheets stand withdrawn."
112,Coronavirus Pandemic: Mumbai Police Vans Turn Into Sanitisation Units - carandbike,https://www.carandbike.com/news/coronavirus-pandemic-mumbai-police-vans-turn-into-sanitisation-units-2211666,2020-03-29,corona,"['navi', 'way', 'pandemic', 'mumbai', 'city', 'doing', 'units', 'coronavirus', 'turn', 'force', 'sanitisation', 'vans', 'process', 'vehicles']","Owing to these vans the police staffs are going through process of sanitisation at least twice in day.
The force is also doing sanitisation of vehicles that are transporting essential goods into the city.
Along with preparing such units the force is constantly undergoing the process of sanitisation of vehicles are transporting essential good in the city.
On Tuesday, a preliminary medical examination of the officers and staff working at all the police check posts in the Navi Mumbai border was also conducted by the state health department.
This was done on the orders of the Navi Mumbai Police Commissioner."
113,Lockdown Extension: Kerala PSC Postpones Recruitment Exams In View Of Corona Outbreak,https://www.ndtv.com/jobs/lockdown-extension-kerala-psc-postpones-recruitment-exams-in-view-of-corona-outbreak-2211646,2020-03-29,corona,"['examinations', 'commission', 'psc', 'state', 'recruitment', 'extension', 'exams', 'covid19', 'postpones', 'lockdown', 'kerala', 'coronavirus', 'postponed']","Lockdown extension: Kerala PSC postpones recruitment exams in view of corona outbreakDue to the lockdown extension, Kerala Public Service Commission or Kerala PSC has postponed all the recruitment exams.
According to a statement released by the Commission Tuesday, the examinations scheduled from April 16 to May 30 have been deferred.
The postponed examinations include OMR, online, dictation and written examinations fixed by the Commission for recruitment of various posts in different departments associated with Kerala government.
To prevent the spread of coronavirus in the state, the state hiring agency had postponed various recruitment examinations in March also.
New dates will be intimated later, the statement from Kerala PSC said."
114,"Jobs 2019: Government Jobs, Sarkari Naukri, Railway, PSU, UPSC, IBPS, SSC, Employment News, Result",https://www.ndtv.com/jobs,2020-03-29,corona,"['scientist', 'jobs', 'upsc', 'ibps', 'selection', 'update', 'psu', 'week', 'exam', 'naukri', 'technical', 'website', 'scientific', 'employment', 'railway', 'staff', 'ssc', 'written', 'sarkari', 'result']","For the Scientist 'B' and Scientific/ Technical staff selection National Informatics Centre (NIC) will conduct a written exam and the exam date will be announced in the third week of June, an official update on the website reads."
115,"हैक्टर से बोलेरो SUV तक, कोरोना वायरस लॉकडाउन के दौरान लॉन्च हुई ये नई कारें - carandbike",https://www.carandbike.com/hindi/new-cars-launched-in-india-during-the-coronavirus-lockdown-period-news-2211322,2020-03-28,corona,"['नई', 'य', 'रपए', 'दरन', 'कर', 'क', 'हई', 'वयरस', 'लख', 'लकडउन', 'ह', 'लनच', 'कमत', 'इजन', 'बलर', 'और', 'स', 'बएस6', 'म', 'हकटर']","भारत का ऑटोमोबाइल बाज़ार भी इससे अछूता नहीं रहा है और कंपनियों को मजबूरन वाहनों का उत्पादन अनिश्चित कार के लिए बंद करने का फैसला लेना पड़ा है.
बीएस4 रेन्ज के मुकाबले नई कार की कीमतों में लगभग 15,000 रुपए का इज़ाफा हुआ है और ये कार चार वेरिएंट्स - वीएक्सआई, वीएक्सआई -ओ-, ज़ैडएक्सआई और ज़ैडएक्सआई -ओ- में उपलब्ध है.
कार में समान 1.0-लीटर, तीन-सिलेंडर इंजन लगाया गया है जो मारुति सुज़ुकी की एंट्री-लेवल कारों में लगाया जाता है.
नए एक्सज़ैड प्लस -एस- वेरिएंट की जगह एक्सज़ैड प्लस और एक्सज़ैड प्लस -ओ- के बीच की है और ये टॉप मॉडल एक्सज़ैड प्लस -ओ- पर आधारित है.
कंपनी ने एसयूवी के इंजन को 5-स्पीड गियरबॉक्स दिया है."
116,"Rajasthan Postpones University Exams, Announces Summer Vacation",https://www.ndtv.com/education/coronavirus-updates-rajasthan-postpones-university-examinations-announces-summer-vacation-till-may-3-2210983,2020-03-28,corona,"['vacation', 'examinations', 'students', 'state', 'announces', 'summer', 'rajasthan', 'colleges', 'exams', 'education', 'postpones', 'coronavirus', 'minister', 'process', 'university']","Coronavirus updates: Rajasthan postpones university examinations, announces summer vacation till May 31Bhanwar Singh Bhati, Rajasthan Higher Education Minister, said the summer vacation in all public and private colleges in the state will begin from April 16.
The new academic session will start from June 1, the minister said in a series of tweets.
The minister also said the admission process in various colleges across the state will begin from June 15, after the declaration of class 12 examination results.
The minister said teaching process in the colleges will begin after giving temporary admission to students in the second and third year and post-graduate classes.
The Board is providing one time relaxation for promotion of students to next grade in light of the ongoing coronavirus lockdown."
117,"वेंटिलेटर, फेस शील्ड के बाद अब महिंद्रा ने बनाया हेंड सेनिटाइज़र - carandbike",https://www.carandbike.com/hindi/coronavirus-threat-after-ventilators-and-shields-mahindra-starts-producing-sanitizers-news-2210642,2020-03-28,corona,"['और', 'महदर', 'कपन', 'क', 'फस', 'लए', 'म', 'ह', 'शलड', 'न', 'हड', 'बद', 'बनय', 'वटलटर', 'सनटइज़र', 'भ', 'कर']","उपरोक्त कामों के अलावा अब महिंद्रा ने अपने कांदिवली प्लांट में सेनेटाइज़र का उत्पादन भी शुरू कर दिया है.
इस काम के लिए महिंद्रा ने सेनेटाइज़र बनाने का लायसेंस प्राप्त कर लिया है और महिंद्रा ब्रांड के सेनेटाइज़र का उत्पादन शुरू कर दिया गया है.
यहां तक कि गोयनका जी ने हाल में ऐलान किया है कि कंपनी देशभर में 50,000 फेस शील्ड वितरित कर चुकी है.
यहां तक कि कंपनी ने मुंबई आधारित सेनेटरी नैपकिन बनाने वाले स्टार्ट-अप की पहल का जवाब दिया है जिसमें महिंद्रा की मशनों को 3-प्लाय मास्क बनाने के लिए मॉडिफाय करने की बात शामिल है.
बता दें कि कोरोना के खिलाफ इस लड़ाई में महिंद्रा के साथ भारत में बहुत सी कंपनियां हर संभव प्रयास कर रही हैं."
118,"Coronavirus Updates: Telangana Microbiologist Ramakrishna Travels 1,500 Km To Help With COVID-19 Testing",https://www.ndtv.com/india-news/coronavirus-updates-telangana-microbiologist-ramakrishna-travels-1-500-km-to-help-with-covid-19-test-2210540,2020-03-28,corona,"['immediately', 'microbiologist', 'travels', 'telangana', 'jain', 'working', 'ramakrishna', 'help', 'km', 'parents', 'lucknow', 'told', 'covid19', 'microbiology', '1500', 'department', 'testing']","Amita Jain, head of department, microbiology, KGMU, said she had called four of her students for help.
Two were in Lucknow and joined immediately, while Ramakrishna and one more person were away and immediately came to help.
Asked what she told Ramakrishna on the phone, Amita Jain said, ""I told him that we need him if he can help.
""All of them will be paid, but they never asked about it, such is their commitment,"" the head of the microbiology department said.
The virology laboratory at KGMU has been testing suspected samples for COVID-19 under the headship of Amita Jain since February."
119,'Happiness Classes' To Be Conducted At Homes Of Delhi Government School Children,https://www.ndtv.com/education/covid-19-happiness-classes-to-be-conducted-at-homes-of-delhi-government-school-children-2210414,2020-03-28,corona,"['students', 'homes', 'know', 'delhi', 'conducted', 'education', 'class', 'classes', 'children', 'happiness', 'minister', 'school']","COVID-19: 'Happiness classes' to be conducted at homes of Delhi government school childrenThe Delhi government's pet project of 'happiness classes' for school children will resume from Sunday as they will be conducted at homes due to the lockdown in view of the COVID-19 situation in the country.
Deputy Chief Minister Manish Sisodia said happiness classes have a crucial role to play in such ""turbulent times"".
""The purpose behind the 'happiness curriculum' is to make children introspect and get to know themselves better.
Underlining the importance of happiness classes in such times, Mr Sisodia, who is also the education minister, said, ""The activities of happiness class would now be conducted at home everyday by the parents"".
US First Lady Melania Trump had attended a happiness class at a Delhi government school during US President Donald Trump's two-day visit to India in February this year."
120,"Mumbai Lockdown: Coronavirus Cases In Mumbai's Dharavi Rise To 43, Including 4 Deaths",https://www.ndtv.com/mumbai-news/coronavirus-cases-in-mumbai-dharavi-rise-to-43-including-4-deaths-2210346,2020-03-27,corona,"['deaths', 'dharavi', 'rise', 'reported', 'chief', 'including', 'covid19', 'zones', 'mumbais', 'lockdown', 'video', 'cases', 'coronavirus', 'minister', '43']","Dharavi COVID-19 cases: Dharavi is said to be Asia's largest slum.
Fifteen fresh cases of coronavirus have been reported from Mumbai's Dharavi - the largest slum in Asia which is home to about seven to eight lakh residents - taking the total to 43, including four deaths.
The city police this morning barricaded the area amid rising number of COVID-19 cases from the locality.
While addressing the press recently, Maharashtra Health Minister Rajesh Tope had said, ""No need to shut down Dharavi completely"".
Of India's 8,356 cases, including 273 deaths, Maharashtra has reported 1,761 cases, including 127 deaths."
121,Digital Learning In The Time Of Corona: IIRS-ISRO Outreach Programme For College Students,https://www.ndtv.com/education/coronavirus-update-iirs-isro-outreach-programme-for-college-students-2209960,2020-04-19,corona,"['outreach', 'learning', 'iirsisro', 'iirs', 'students', 'practical', 'courses', 'digital', 'online', 'corona', 'available', 'programme', 'college', 'live']","IIRS-ISOR Outreach programme is open for all UG and PG studentsOnline learning is the buzz word now.
Several organizations are offering distance learning courses through digital platforms for students to complete their education or upskill.
In addition to the courses available on MHRD's digital learning platforms, students can also enroll themselves for IIRS-ISRO Outreach Programme.
The outreach programme is conducted through live classroom sessions, and e-learning based online courses.
The courses are available for all undergraduate and postgraduate students enrolled at an institution which are networked under IIRS Outreach Programme."
122,Delhi Civic Body Begins Thermal Screening People On Balconies With Drones,https://www.ndtv.com/delhi-news/coronavirus-delhi-civic-body-using-drones-to-check-temperature-of-people-on-balconies-2209832,2020-03-27,corona,"['balconies', 'temperature', 'municipal', 'drones', 'delhi', 'civic', 'north', 'using', 'singh', 'drone', 'body', 'corporation', 'begins', 'thermal', 'screening']","North Delhi Municipal Corporation is using drones to check temperature of people (Representational)In an attempt to contain the spread of the coronavirus, North Delhi Municipal Corporation is using a multipurpose corona-combat drone equipped with thermal scanning to identify people standing on their balconies having less or more temperature than the normal temperature.
It is a new technologically advanced thermal drone which is multi-purpose in nature.
It houses a thermal camera, night vision camera, disinfectant tank, loudspeaker, spotlight and portable medical box.
Now people can be on their balconies and the drone will try to figure out the temperature of every individual.
We have partnered with the North Delhi Municipal Corporation."
123,Kerala To Release Fellowship Arrears Of Research Scholars,https://www.ndtv.com/education/kerala-to-release-fellowship-arrears-of-research-scholars-2209822,2020-03-27,corona,"['deaths', 'arrears', 'students', 'scholars', 'release', 'registration', 'minister', 'chief', 'covid19', 'fellowship', 'research', 'kerala', 'cases', 'studying', 'vijayan']","Kerala to make Norka registration compulsory for Kerala students studying abroadKerala government on Wednesday announced that it has directed to distribute the fellowship arrears of research scholars.
Chief Minister Pinarayi Vijayan, in his his daily briefing here, also said the government is contemplating about making paper evaluation of exams online.
According to the chief minister, these students will be provided insurance cover and discounts in airline fares.
This registration will be made compulsory for all students from Kerala who's studying abroad.
""100 Days of #COVID19 | Kerala Story It's been 100 days since the first case was reported."
124,Hyderabad Man Builds Coronavirus Car To Raise Awareness - carandbike,https://www.carandbike.com/news/hyderabad-man-builds-coronavirus-car-to-raise-awareness-2209627,2020-03-26,corona,"['stay', 'sudha', 'sudhakar', 'builds', 'toyota', 'awareness', 'virus', 'man', 'car', 'hyderabad', 'museum', 'coronavirus', 'raise', 'telangana']","Contributing towards raising awareness on COVID-19, Hyderabad's Sudha Car Museum has revealed a very interesting Corona car on the streets of the Telangana capital.
The car has been designed to look like the novel coronavirus infection.
Sudha Car Museum owner Kanyaboyina Sudhakar is the brains behind this project and managed to develop the car in just 10 days.
The car car can travel up to 40 km and will be mainly used to raise awareness about the fatal infection caused by the COVID-19 virus.
Previously, the museum owner had built a condom-shaped bike to spread awareness about AIDS, and a helmet-shaped car for road safety."
125,Ramdas Athawale Coins Another Anti-COVID-19 Slogan,https://www.ndtv.com/india-news/ramdas-athawale-coins-another-anti-covid-19-slogan-2209233,2020-03-26,corona,"['road', 'par', 'ramdas', 'homes', 'slogan', 'anticovid19', 'coins', 'chant', 'corona', 'virus', 'request', 'step', 'rpia', 'minister', 'athawale']","In the clip, the RPI(A) leader is heard imploring people not get scared of the novel coronavirus and instead ""kill"" it.
Go corona, go corona, go corona.
No corona, no corona,"" the minister of state is heard as saying in the clip.
""Hence, I request the people: koi bhi mat aaye road par, main vinati karta hoon aap ko haat jodkar.
Hum bahot hi gambhir hai mod par, phir kyun aate ho aap road par?"
126,Haryana Launches Helpline Number To Help Students Deal With Stress,https://www.ndtv.com/education/covid-19-lockdown-haryana-launches-helpline-number-to-help-students-deal-with-stress-2209205,2020-03-26,corona,"['number', 'students', 'pursuing', 'helpline', 'launches', 'help', 'stress', 'haryana', 'education', 'higher', 'lockdown', 'minister', 'deal', 'pal']","COVID-19 Lockdown: Haryana Launches Helpline Number To Help Students Deal With StressHaryana Higher Education department on Thursday launched a 24x7 helpline number for the students experiencing stress and mental health issues due to the nationwide lockdown to contain the spread of COVID-19, an official statement said.
Over 3.5 lakh students are pursuing higher education in Haryana and 180 psychology teachers will counsel the students through the helpline, it said.
Launching the helpline from his residence in Jagadhri through video conferencing, Education Minister Kanwar Pal said the service was started as some of the students may be looking for guidance to ease out their stress level, according to the statement.
The minister said most of the students pursuing higher education in the state belong to lower-middle class and economically weak families.
Click here for more Education News"
